3996.00057,0.01517
3993.93972,0.01509
3991.87886,0.01507
3989.81801,0.01510
3987.75715,0.01498
3985.69629,0.01482
3983.63544,0.01482
3981.57458,0.01483
3979.51372,0.01487
3977.45287,0.01505
3975.39201,0.01509
3973.33115,0.01491
3971.27030,0.01481
3969.20944,0.01484
3967.14858,0.01488
3965.08773,0.01487
3963.02687,0.01474
3960.96602,0.01458
3958.90516,0.01458
3956.84430,0.01465
3954.78345,0.01471
3952.72259,0.01480
3950.66173,0.01490
3948.60088,0.01495
3946.54002,0.01490
3944.47916,0.01488
3942.41831,0.01501
3940.35745,0.01497
3938.29659,0.01477
3936.23574,0.01474
3934.17488,0.01474
3932.11403,0.01468
3930.05317,0.01474
3927.99231,0.01473
3925.93146,0.01475
3923.87060,0.01504
3921.80974,0.01535
3919.74889,0.01537
3917.68803,0.01517
3915.62717,0.01496
3913.56632,0.01485
3911.50546,0.01487
3909.44461,0.01487
3907.38375,0.01478
3905.32289,0.01485
3903.26204,0.01504
3901.20118,0.01497
3899.14032,0.01483
3897.07947,0.01486
3895.01861,0.01493
3892.95775,0.01509
3890.89690,0.01525
3888.83604,0.01502
3886.77518,0.01469
3884.71433,0.01460
3882.65347,0.01462
3880.59262,0.01478
3878.53176,0.01488
3876.47090,0.01471
3874.41005,0.01470
3872.34919,0.01502
3870.28833,0.01537
3868.22748,0.01538
3866.16662,0.01507
3864.10576,0.01487
3862.04491,0.01478
3859.98405,0.01468
3857.92320,0.01462
3855.86234,0.01452
3853.80148,0.01473
3851.74063,0.01535
3849.67977,0.01547
3847.61891,0.01523
3845.55806,0.01500
3843.49720,0.01511
3841.43634,0.01545
3839.37549,0.01554
3837.31463,0.01533
3835.25377,0.01512
3833.19292,0.01510
3831.13206,0.01503
3829.07121,0.01486
3827.01035,0.01483
3824.94949,0.01471
3822.88864,0.01447
3820.82778,0.01473
3818.76692,0.01523
3816.70607,0.01546
3814.64521,0.01549
3812.58435,0.01514
3810.52350,0.01467
3808.46264,0.01441
3806.40178,0.01448
3804.34093,0.01456
3802.28007,0.01481
3800.21922,0.01528
3798.15836,0.01530
3796.09750,0.01516
3794.03665,0.01515
3791.97579,0.01511
3789.91493,0.01499
3787.85408,0.01488
3785.79322,0.01490
3783.73236,0.01484
3781.67151,0.01475
3779.61065,0.01487
3777.54980,0.01500
3775.48894,0.01484
3773.42808,0.01452
3771.36723,0.01438
3769.30637,0.01459
3767.24551,0.01479
3765.18466,0.01493
3763.12380,0.01507
3761.06294,0.01512
3759.00209,0.01522
3756.94123,0.01522
3754.88037,0.01499
3752.81952,0.01488
3750.75866,0.01511
3748.69781,0.01530
3746.63695,0.01517
3744.57609,0.01521
3742.51524,0.01533
3740.45438,0.01507
3738.39352,0.01477
3736.33267,0.01476
3734.27181,0.01497
3732.21095,0.01515
3730.15010,0.01514
3728.08924,0.01507
3726.02839,0.01489
3723.96753,0.01461
3721.90667,0.01459
3719.84582,0.01475
3717.78496,0.01465
3715.72410,0.01447
3713.66325,0.01457
3711.60239,0.01493
3709.54153,0.01517
3707.48068,0.01530
3705.41982,0.01524
3703.35896,0.01500
3701.29811,0.01487
3699.23725,0.01477
3697.17640,0.01468
3695.11554,0.01465
3693.05468,0.01460
3690.99383,0.01468
3688.93297,0.01509
3686.87211,0.01526
3684.81126,0.01496
3682.75040,0.01464
3680.68954,0.01446
3678.62869,0.01438
3676.56783,0.01461
3674.50697,0.01497
3672.44612,0.01472
3670.38526,0.01453
3668.32441,0.01487
3666.26355,0.01502
3664.20269,0.01476
3662.14184,0.01435
3660.08098,0.01404
3658.02012,0.01411
3655.95927,0.01444
3653.89841,0.01451
3651.83755,0.01456
3649.77670,0.01490
3647.71584,0.01511
3645.65499,0.01500
3643.59413,0.01486
3641.53327,0.01491
3639.47242,0.01502
3637.41156,0.01494
3635.35070,0.01485
3633.28985,0.01480
3631.22899,0.01473
3629.16813,0.01492
3627.10728,0.01521
3625.04642,0.01515
3622.98556,0.01487
3620.92471,0.01470
3618.86385,0.01473
3616.80300,0.01465
3614.74214,0.01467
3612.68128,0.01480
3610.62043,0.01470
3608.55957,0.01474
3606.49871,0.01498
3604.43786,0.01489
3602.37700,0.01456
3600.31614,0.01440
3598.25529,0.01436
3596.19443,0.01427
3594.13357,0.01421
3592.07272,0.01438
3590.01186,0.01463
3587.95101,0.01473
3585.89015,0.01465
3583.82929,0.01452
3581.76844,0.01455
3579.70758,0.01467
