3996.00057,0.00590
3993.93972,0.00562
3991.87886,0.00548
3989.81801,0.00563
3987.75715,0.00575
3985.69629,0.00564
3983.63544,0.00547
3981.57458,0.00538
3979.51372,0.00533
3977.45287,0.00535
3975.39201,0.00539
3973.33115,0.00534
3971.27030,0.00519
3969.20944,0.00519
3967.14858,0.00534
3965.08773,0.00532
3963.02687,0.00528
3960.96602,0.00545
3958.90516,0.00561
3956.84430,0.00560
3954.78345,0.00553
3952.72259,0.00548
3950.66173,0.00547
3948.60088,0.00542
3946.54002,0.00541
3944.47916,0.00554
3942.41831,0.00566
3940.35745,0.00552
3938.29659,0.00534
3936.23574,0.00556
3934.17488,0.00598
3932.11403,0.00593
3930.05317,0.00548
3927.99231,0.00532
3925.93146,0.00543
3923.87060,0.00544
3921.80974,0.00536
3919.74889,0.00536
3917.68803,0.00554
3915.62717,0.00577
3913.56632,0.00576
3911.50546,0.00557
3909.44461,0.00549
3907.38375,0.00553
3905.32289,0.00555
3903.26204,0.00543
3901.20118,0.00539
3899.14032,0.00560
3897.07947,0.00571
3895.01861,0.00568
3892.95775,0.00572
3890.89690,0.00573
3888.83604,0.00565
3886.77518,0.00555
3884.71433,0.00546
3882.65347,0.00527
3880.59262,0.00513
3878.53176,0.00523
3876.47090,0.00532
3874.41005,0.00532
3872.34919,0.00541
3870.28833,0.00557
3868.22748,0.00552
3866.16662,0.00546
3864.10576,0.00568
3862.04491,0.00579
3859.98405,0.00557
3857.92320,0.00544
3855.86234,0.00553
3853.80148,0.00559
3851.74063,0.00559
3849.67977,0.00565
3847.61891,0.00567
3845.55806,0.00544
3843.49720,0.00509
3841.43634,0.00521
3839.37549,0.00560
3837.31463,0.00564
3835.25377,0.00555
3833.19292,0.00561
3831.13206,0.00572
3829.07121,0.00578
3827.01035,0.00574
3824.94949,0.00567
3822.88864,0.00563
3820.82778,0.00561
3818.76692,0.00565
3816.70607,0.00580
3814.64521,0.00590
3812.58435,0.00582
3810.52350,0.00578
3808.46264,0.00579
3806.40178,0.00565
3804.34093,0.00554
3802.28007,0.00554
3800.21922,0.00536
3798.15836,0.00510
3796.09750,0.00515
3794.03665,0.00538
3791.97579,0.00547
3789.91493,0.00539
3787.85408,0.00534
3785.79322,0.00534
3783.73236,0.00537
3781.67151,0.00545
3779.61065,0.00554
3777.54980,0.00560
3775.48894,0.00561
3773.42808,0.00563
3771.36723,0.00568
3769.30637,0.00575
3767.24551,0.00577
3765.18466,0.00561
3763.12380,0.00535
3761.06294,0.00530
3759.00209,0.00552
3756.94123,0.00570
3754.88037,0.00561
3752.81952,0.00544
3750.75866,0.00545
3748.69781,0.00552
3746.63695,0.00557
3744.57609,0.00564
3742.51524,0.00552
3740.45438,0.00530
3738.39352,0.00515
3736.33267,0.00531
3734.27181,0.00567
3732.21095,0.00565
3730.15010,0.00557
3728.08924,0.00561
3726.02839,0.00550
3723.96753,0.00518
3721.90667,0.00495
3719.84582,0.00499
3717.78496,0.00523
3715.72410,0.00546
3713.66325,0.00557
3711.60239,0.00559
3709.54153,0.00554
3707.48068,0.00532
3705.41982,0.00502
3703.35896,0.00493
3701.29811,0.00525
3699.23725,0.00563
3697.17640,0.00560
3695.11554,0.00539
3693.05468,0.00530
3690.99383,0.00538
3688.93297,0.00547
3686.87211,0.00545
3684.81126,0.00555
3682.75040,0.00577
3680.68954,0.00587
3678.62869,0.00578
3676.56783,0.00557
3674.50697,0.00538
3672.44612,0.00532
3670.38526,0.00535
3668.32441,0.00559
3666.26355,0.00587
3664.20269,0.00597
3662.14184,0.00600
3660.08098,0.00599
3658.02012,0.00582
3655.95927,0.00575
3653.89841,0.00591
3651.83755,0.00594
3649.77670,0.00588
3647.71584,0.00615
3645.65499,0.00670
3643.59413,0.00716
3641.53327,0.00740
3639.47242,0.00738
3637.41156,0.00713
3635.35070,0.00683
3633.28985,0.00670
3631.22899,0.00675
3629.16813,0.00682
3627.10728,0.00669
3625.04642,0.00655
3622.98556,0.00658
3620.92471,0.00662
3618.86385,0.00639
3616.80300,0.00610
3614.74214,0.00614
3612.68128,0.00640
3610.62043,0.00663
3608.55957,0.00694
3606.49871,0.00713
3604.43786,0.00700
3602.37700,0.00684
3600.31614,0.00669
3598.25529,0.00652
3596.19443,0.00659
3594.13357,0.00675
3592.07272,0.00671
3590.01186,0.00673
3587.95101,0.00690
3585.89015,0.00697
3583.82929,0.00709
3581.76844,0.00731
3579.70758,0.00748
3577.64672,0.00748
3575.58587,0.00732
3573.52501,0.00711
